"user","art","auxv","conj","adv","ipron","ppron","prep","quant"
"Longevitydude",1.5,1.75,0.75,1.5,1,2.75,2.25,1
"Longevitymonger",12,10,10,7,10,8,17,3
"Longhair",3.36585365853659,3.97560975609756,2.95121951219512,3.34146341463415,2.85365853658537,4.39024390243902,7.73170731707317,2.48780487804878
"Longhairandabeard",1,0,0,0,0,2,1,0
"Loodog",1.15217391304348,1.69565217391304,1.04347826086957,1.02173913043478,1.47826086956522,1.67391304347826,2.65217391304348,0.717391304347826
"Looie496",4.84848484848485,5.6969696969697,3.78787878787879,3.39393939393939,4.51515151515152,5.06060606060606,9.60606060606061,2.3030303030303
"Look2See1",3.81818181818182,3.81818181818182,3.27272727272727,3,2.27272727272727,2.90909090909091,8.09090909090909,1.54545454545455
"Lookmomnohands",3,1,2,4,2,4,8,2
"Loom91",3.375,3.66666666666667,2.45833333333333,2.08333333333333,2.41666666666667,3.91666666666667,6.125,1.29166666666667
"Loonymonkey",3.11475409836066,3.63934426229508,3.0655737704918,2.27868852459016,3.37704918032787,3.85245901639344,6.40983606557377,1.39344262295082
"LoopZilla",0,0,0,0,1,1,0,0
"Looper5920",3.375,4.25,2.25,2.125,2.875,3.5625,5.375,2.125
"Loopla",2,3,0,1,3,6,2,0
"Loosmark",3.25,4,2.25,1.75,3.25,4.75,4.25,0.75
"Looxix",1,3,1,1,2,1.5,1.5,0
"Lord Bob",3,3.5,1.5,3,3.5,4.5,3,1
"Lord Cornwallis",2,2.27777777777778,1.05555555555556,0.833333333333333,1.66666666666667,2.16666666666667,3.38888888888889,0.833333333333333
"Lord Emsworth",6,3.5,3,2,1.5,0.5,4.5,2.5
"Lord Hawk",2.33333333333333,1,1,0.333333333333333,1,1.33333333333333,2,0
"Lord Kenneth",4,8,2,2,4,2,6,2
"Lord Loxley",6,8,4.33333333333333,3.33333333333333,6.66666666666667,8.66666666666667,13,3
"Lord Opeth",2.91666666666667,3.33333333333333,2,1.25,2.08333333333333,2.66666666666667,3.58333333333333,0.833333333333333
"Lord Pistachio",0.75,2.5,1.5,0.5,2.25,2.75,2,0.5
"Lord Roem",4.28571428571429,3.28571428571429,2.57142857142857,1.85714285714286,2.71428571428571,1.85714285714286,4.28571428571429,1.42857142857143
"Lord Sbur",2,1,0,0,1,1,1,0
"Lord Voldemort",3.375,7.625,4.9375,4.875,4.75,11.25,9,2.9375
"LordAmeth",3.18032786885246,3.86885245901639,3.26229508196721,2.55737704918033,3.45901639344262,3.9672131147541,6.59016393442623,1.57377049180328
"LordFoppington",4,2.5,2,0.5,2,2,4,0.5
"LordHarris",5,5.33333333333333,2,4.33333333333333,3,8.66666666666667,11,1
"LordJesseD",8,6,5,5,5,6.5,10,1.5
"LordSunday",1.5,2.5,0.5,1,1.5,3,1.5,0
"LordVetinari",3.45762711864407,3.86440677966102,3.25423728813559,2.96610169491525,2.94915254237288,4.71186440677966,6.8135593220339,1.79661016949153
"LordViD",1,2,0,1,1,4.5,1.5,0
"Lordkinbote",1,0,0,0,0,0,1,0
"Lordlicious",5,8,6,10,7,7,11,6
"Lordnecronus",10,5,4,8,4,5,13,3
"Lordoliver",1,1.66666666666667,0.333333333333333,0.333333333333333,0.666666666666667,2.33333333333333,3,0.333333333333333
"Lordrosemount",1,3,1,4,2,5,1,0
"Lordvolton",6,2,4,3,1,4,9,2
"Lorem Ip",3,9,5.5,3.5,5.5,8,5.5,0.5
"Loremaster",3.09090909090909,2.45454545454545,1.81818181818182,1.22727272727273,1.63636363636364,2.45454545454545,5.04545454545455,0.863636363636364
"Loren.wilton",2.33333333333333,2.66666666666667,2.33333333333333,2.83333333333333,2.66666666666667,3.16666666666667,4.83333333333333,1.33333333333333
"LorenzoPerosi1898",16,16,12,17,9,6,25,5
"LoriLee",7.33333333333333,6.33333333333333,7.66666666666667,3.66666666666667,1.66666666666667,7.66666666666667,12.3333333333333,2.66666666666667
"Los Angeles Angels of Anaheim Fan",1.66666666666667,1.66666666666667,1,0.666666666666667,1,2.66666666666667,2,0.666666666666667
"Los besos",1,5,1,0,3,1,2,1
"Losdedos",3,0,2,1,1,2,7,2
"Loshgoobii",4,4,3,2.33333333333333,2.66666666666667,2.66666666666667,4.33333333333333,3
"Lost Knob",6.25,7,6.25,4.25,6,10.75,16.25,3.5
"Lost on belmont",5.57142857142857,5.14285714285714,4.28571428571429,3.57142857142857,3.85714285714286,3,8.71428571428571,2
"LostArtilleryman",3,5,11,8,4,4,11,5
"LostHavoc",2.33333333333333,3,1.66666666666667,1.33333333333333,2,3.33333333333333,5.33333333333333,1.33333333333333
"Lostintherush",0.166666666666667,2.33333333333333,0.333333333333333,1.33333333333333,1.33333333333333,1.16666666666667,1.5,0.5
"Lot49a",0.5,2.5,1,1,1.5,2,3.5,1
"Lotaresco",8,10,2,3,3,4,12,4
"Lothar Klaic",0.428571428571429,2,0.571428571428571,0.857142857142857,1,2.14285714285714,2.71428571428571,0.714285714285714
"Lothar von Richthofen",2.46875,3.5,2.15625,2.03125,2.53125,2.6875,4.34375,1.15625
"Lotje",1.53571428571429,2.42857142857143,1.25,0.785714285714286,1.42857142857143,2.78571428571429,2.53571428571429,0.5
"Lots42",1.69230769230769,1.23076923076923,0.923076923076923,0.846153846153846,1,1.61538461538462,2.38461538461538,1.15384615384615
"Lotsofmagnets",2,4,4,5,3,2,5,1
"Lotusduck",3,1,1,1,0,1,5,2
"Lou Sander",4.76923076923077,5.61538461538461,3.23076923076923,2.38461538461538,5.38461538461539,5.23076923076923,7.53846153846154,1.61538461538462
"Lou72JG",4,7,5,3,10,2,13,9
"LouI",3.5,3.5,2.5,1.5,3.5,3.5,5.5,2.5
"LouScheffer",3,0,1,1,1,2,5,0
"Loudenvier",6,1,3,5,2,3,10,5
"Loudon clear",1,3,2,3,2,3,4,4
"Louis Taylor",0.5,2,0.5,0,1,2,1,0
"Louis Waweru",3.5,4,4,0.5,0.5,4,7.5,3.5
"LouisBB",5.75,5.5,3,2.5,2.5,1.75,5.25,1.75
"LouisPhilippeCharles",0,3,1,3,2,6,4,4
"Louprothero88",0,4,2,2,2,6,3,0
"LouriePieterse",6.25,5.25,4.75,2.75,3.5,5.5,8.5,3
"Love-in-ark",6,7,5,2,3,7,7,1
"LoveActresses",1,1,0,1,2,1,1,0
"LoveMonkey",2.75,2.5,3.125,1,0.875,2.25,5.625,0.25
"LoveUxoxo",4.66666666666667,6.83333333333333,5.33333333333333,3.16666666666667,4,7,7.5,1.83333333333333
"Lovebus",10,13,9,9,10,9,13,7
"Lovelight",2.09090909090909,4.36363636363636,3.18181818181818,2.72727272727273,4.18181818181818,5.36363636363636,5.18181818181818,2.18181818181818
"Lovemuffin333",1.66666666666667,3.33333333333333,2,3.66666666666667,3,1,4.33333333333333,1.66666666666667
"LovesMacs",3.25,3,0.75,1.25,1.75,1.75,3,0.75
"Lovetinkle",1,1,0,0,0,2,0,0
"Lovibond",8,6.5,3.75,4.25,5,8,11,4.5
"Low Sea",0,2,0,0,1,3,1,1
"Lowe4091",1,1,0,0,1,0,2,0
"Lowellian",6.33333333333333,5.125,4.45833333333333,2.41666666666667,3.33333333333333,3.70833333333333,10.7083333333333,3.04166666666667
"Lower458",4,5,1,1,1,4,1,3
"Lowercase",7,7,7,5,5,5,7,3
"Lozleader",3.75,3,2.16666666666667,1.16666666666667,2.41666666666667,1.33333333333333,4.91666666666667,1.33333333333333
"Lpangelrob",8,6,2,9,6,2,11,1
"Lpgeffen",1,1,0,0,0,1,2,0
"Lquilter",4.875,5,4.375,5.25,4.375,5.25,11.625,2.875
"Lradrama",2.05555555555556,2.83333333333333,1.77777777777778,2.33333333333333,2.72222222222222,3.55555555555556,4.11111111111111,1.27777777777778
"Lsi john",2.5,4.1,2.3,2.45,2.9,3.45,5.3,1
"Lsjzl",4,4,2,4,3,4,4,3
"Lsommerer",3,3,1,0,2,3,3,0
"Lst27",1.5,5,3.5,3,3,6,6,1
"Lt.Specht",0,1,0,3,0,3,2,0
"LtNOWIS",1.71428571428571,2.14285714285714,1.92857142857143,1.64285714285714,2.28571428571429,1.57142857142857,2.14285714285714,0.928571428571429
"LtPowers",3.9375,4.40625,2.625,2.1875,3.59375,3.03125,5.15625,1.6875
"LtWinters",3,1,4,2,3,2,3,0
"Ltvine",10,12,8,8,9,7,10,3
"Ltwin",1.33333333333333,3,3,1.33333333333333,4,4,2.66666666666667,1.66666666666667
"Lubaf",4,2,2,0,2,4,4,5
"Lucas20",1,2,2,2.33333333333333,3.66666666666667,2.66666666666667,3.33333333333333,1.66666666666667
"Lucasbfr",2.25,2.375,1.25,0.125,1.25,2.875,3.75,0.875
"Lucasoutloud",1,1,0,1,1,2,2,0
"Lucian Sunday",0.8,2.6,0.2,0.8,1.4,2.8,1.6,0.6
"Lucid",3.5,1.5,1,1,1,1.5,5,0.5
"LuciferMorgan",4.34615384615385,4.19230769230769,2.80769230769231,2.5,3.11538461538462,4.61538461538461,6.42307692307692,2.03846153846154
"Lucky 6.9",3.33333333333333,3.91666666666667,2.5,2.20833333333333,2.79166666666667,5.45833333333333,5.75,2.33333333333333
"Lucky Mitch",2,13,9,7,2,12,11,5
"LuckyLouie",1.88888888888889,2,1.11111111111111,0.444444444444444,0.555555555555556,1.77777777777778,2.77777777777778,0.777777777777778
"LuckyPanda",0,0,0,0,0,0,0,0
"Luckyluke",1.5,2.5,2,1,3,1,3,1
"Lucretius",9.5,9,5,5,7.5,10,15,5
"Lucretius99",2,3,1,0,2,4,3,0
"Lucy-marie",4.33333333333333,6.26666666666667,4,2.33333333333333,3.26666666666667,3.26666666666667,8,2.06666666666667
"Lucyh24",1,1,0,1,0,3,0,1
"Lucyintheskywithdada",2.84210526315789,4.31578947368421,2.36842105263158,1.15789473684211,3.31578947368421,3.05263157894737,4.84210526315789,1.47368421052632
"Ludahai",4,2,1,2,0,2,6,0
"Ludde23",3.38888888888889,4.94444444444444,3.83333333333333,3.61111111111111,3.44444444444444,5.16666666666667,6.61111111111111,1.55555555555556
"Ludo29",0,0,1,0,0,1,1,0
"Ludocrat",4.33333333333333,2.33333333333333,2.33333333333333,2.66666666666667,2.33333333333333,2.33333333333333,3.33333333333333,0.666666666666667
"Ludraman",6,3,1,2,2,3,5,1
"Ludvikus",3,2.67647058823529,2.23529411764706,2.17647058823529,3.29411764705882,4.67647058823529,5.20588235294118,0.941176470588235
"Ludwigs2",3.15,2.75,2.15,1.45,2.75,4.25,5.35,1.1
"Luděk",3,2,1,1,0,2,3,0
"LuftWaffle0",2,4,4,2,5,10,10,2
"Lugnad",1,2.25,2,1,0.75,1.5,2.75,1.25
"Lugnuts",2.4375,1.5,1.125,0.8125,1.25,1.5,3.0625,1
"Luigibob",1.81818181818182,2.45454545454545,2,1,1.90909090909091,4.09090909090909,4.09090909090909,1.72727272727273
"Luis Napoles",2,5,5,2,2,5,4,1
"Luisfege",0,0,1,1,0,0,0,2
"Luk",1.86666666666667,2.26666666666667,1.13333333333333,1.26666666666667,1.73333333333333,2.26666666666667,2.33333333333333,1
"Luka Jačov",0,1.5,0.5,1,0.5,2,0.5,0
"Luka666",1,4,1,2,4,3,1,2
"LukasPietsch",6.5,6,5.5,6,3.5,5,14,3.5
"Lukasz Lukomski",0,4.5,3,3.5,2.5,4,3.5,1
"Luke145",1,2.5,0.5,0,0,1,2,0
"Luke4545",8,6,2,4,6,6,13,6
"Lukewarm revenge",0,0,0,0,0,0,0,0
"Lukeyslegends",1,3,3,1,5,1,3,1
"Lukobe",0,0,0,1,2,1,2,0
"Lullabying",4,4,2,2,1,2,7,2
"Lulu of the Lotus-Eaters",3.75757575757576,4.6969696969697,2.81818181818182,2.87878787878788,3.45454545454545,4.36363636363636,6.84848484848485,2.48484848484848
"Lulu97417",6,4.5,6,2,1.5,8,7.5,2.5
"Lumdeloo",0,0,1,0,1,1,3,1
"Lumidek",2,2,0,3,0,3,2,1
"Luminifer",0.8,2,1.6,2.4,1.6,2.4,3.4,1
"Luminum",5,7,5,4,7,1,6,2
"Lumos3",3.77464788732394,3.88732394366197,2.36619718309859,1.66197183098592,2.42253521126761,2.52112676056338,5.84507042253521,1.42253521126761
"Luna Santin",2.52112676056338,3.70422535211268,2.88732394366197,2.14084507042254,2.56338028169014,3.8169014084507,6.01408450704225,1.59154929577465
"Lunagron",2,5,4,4,3,3,1,1
"Lunakeet",0,0,0,1,0,1,2,0
"LunarLander",2.5,3.25,1.75,0.75,1.5,1.75,2.5,0.5
"Lunch",3.5,3.5,3,2,2.5,4.5,4,1.5
"Lunch for Two",1.66666666666667,2,0.666666666666667,1.5,0.666666666666667,2,2.33333333333333,0.833333333333333
"Lunchscale",0,0,0,0,2,2,3,0
"Lundse",5,13,4,4,5,7,7,1
"Lung salad",6,5,2,0,5,0,6,0
"Luoguozhang",2,3,1,2,2,1,4,0
"Lupin",1,1,3,0,1,2,1,1
"Lupo",3.82456140350877,3.42105263157895,3.08771929824561,3.19298245614035,3.29824561403509,2.96491228070175,5.24561403508772,1.14035087719298
"Lusala lu ne Nkuka Luka",3.5,6,2,3,3,5,9.5,1
"Lustiger seth",1.26086956521739,2.17391304347826,1.60869565217391,1.82608695652174,1.78260869565217,2.1304347826087,2.91304347826087,1.52173913043478
"Lustigson",1,1,0,1,3,2,1,0
"Lusum",0.333333333333333,1,1,1.33333333333333,1,1,1,0
"Lutherian",1,4,3,1,3,4,5,1
"Lutrinae",3,1,3,3,3,4,8,1
"Luvcraft",1.53333333333333,2.26666666666667,0.666666666666667,0.8,1.93333333333333,1.13333333333333,2.73333333333333,0.533333333333333
"LuxNevada",1,3,1,0,1,4,5,1
"Luxetveritas7",2,3,1,0,0,4,1,0
"Luxic",1.66666666666667,2.33333333333333,2.66666666666667,2.33333333333333,0.333333333333333,5,3.33333333333333,0.666666666666667
"Luxit",5,2,0,0,2,1,10,5
"Lvhis",4.5,4.5,4.33333333333333,5.16666666666667,3.5,5.83333333333333,10.1666666666667,3
"Lvivske",2.70833333333333,2.79166666666667,3,1.95833333333333,2.5,2.83333333333333,4.83333333333333,1.5
"Lvklock",4.71428571428571,7.14285714285714,6.14285714285714,6,7,12,13.1428571428571,3.42857142857143
"Lwalt",4,0.75,1,1,1.75,1.75,7,1.75
"Lwarf",1,3,1,0,0,2,2,1
"Lx 121",6.5,7,4,4,3.5,6,6.5,2.5
"Lxhughes",3,6,1,2,2,3,5,0
"Lycaon",3.5,3,2.5,2,0.5,3.5,4.5,0.5
"Lychee",3,2,1.5,2.5,2.5,1.5,5,1
"Lykantrop",1.5,0,0,0.5,0,1.5,1.5,0
"Lympathy",6,7,4,1.5,4,5.5,7,1.5
"Lynbarn",3.57142857142857,5.35714285714286,2.71428571428571,2.07142857142857,3.85714285714286,3.5,6,0.928571428571429
"Lynn08",4,5,2,1,2,4,5,1
"LynnMaudlin",5.5,3.5,4.5,3,4,4.5,7.5,3
"LynwoodF",2,5,1,3,3,4,6,2
"Lyonscc",2,2,0,1,2,0,3,0
"Lyonsm9",0,2,1,2,1,5,0,1
"Lyricmac",3,1,1,1,2,5,7,2
"Lyrl",3.81578947368421,4,2.89473684210526,1.81578947368421,2.94736842105263,3.92105263157895,7.10526315789474,1.68421052631579
"Lysimachos",1.5,1.5,2.5,1,0,2.5,1,0.5
"Lysy",4,3.8,2.8,3.2,3.8,6.4,8.6,2.2
"Lyverbe",1,2,0,1,4,2,2,2
"Látches",0.666666666666667,3,2.66666666666667,2.33333333333333,1.33333333333333,4.33333333333333,1.33333333333333,1.66666666666667
"M Miah",3.5,4,3.5,4,4.5,4.5,5.75,2.25
"M!",0,0,0,0,0,0,0,0
"M-le-mot-dit",4,4,1,0,1,5,7,0
"M.A.R 1993",5,7,4,3,3,3,6,1
"M.K",0.733333333333333,1.66666666666667,0.666666666666667,0.733333333333333,0.933333333333333,1.8,2.33333333333333,0.6
"M.O.X",0.75,0.5,0,0.5,0.75,2,1.5,0.25
"M.R.Forrester",6,6.5,5,2,3.5,7,10.5,0.5
"M.deSousa",0,0,0,1,0,0,1,0
"M.nelson",3.125,4.125,1.875,1.75,2.25,4.75,4.75,1.375
"M.shady",4,3,2,3,5,7,8,0
"M0RHI",5.5,4.5,4.5,3.5,4.5,5.5,8,2
"M1ss1ontomars2k4",1.5,3.5,1.5,1.5,2,2.25,3,0.75
"M3Plus",3,4,2,3,2,4.5,3,2
"M3tal H3ad",1.5,1.83333333333333,0.833333333333333,0.833333333333333,1.33333333333333,2.16666666666667,3.16666666666667,1.83333333333333
"M3taphysical",2.5,3.5,3,3.5,1,4.5,7,1
"M4bwav",3,6,2,2,5,4,9,0
"M7",2.66666666666667,1.66666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1.66666666666667,3.33333333333333,0.666666666666667
"MAG1",10.3333333333333,11.6666666666667,5.33333333333333,5,7.33333333333333,8.33333333333333,12.3333333333333,3
"MARussellPESE",2,1,1,1,1,4,5,0
"MASJ",0,0,0,0,0,0,0,0
"MATSES",18,18,24,3,18,24,36,8
"MATThematical",12,10,6,5.5,3.5,12,14,3
"MBK004",3.4954954954955,4.86486486486486,2.98198198198198,2.15315315315315,3,4.18918918918919,6.87387387387387,1.56756756756757
"MBMadmirer",3,7,6,1,6,3,4,3
"MBisanz",2.89108910891089,3.00990099009901,2.15841584158416,1.53465346534653,2.11881188118812,2.76237623762376,5.10891089108911,1.04950495049505
"MC10",2.36363636363636,2.90909090909091,1.72727272727273,1.18181818181818,1.54545454545455,2.81818181818182,3.09090909090909,0.818181818181818
"MCB",3.88,4.68,2.92,1.56,3.4,2.88,6.12,1.28
"MChew",3.85714285714286,4.14285714285714,2.21428571428571,1.78571428571429,1.64285714285714,2.42857142857143,5.14285714285714,1
"MCiura",1,0,0,0,0,0,0,0
"MD12752",4,4,4,3,1,5,3,1
"MDSanker",3,16,4,2,9,22,14,4
"MECU",4.51694915254237,6.11016949152542,4.53389830508475,3.11864406779661,4.13559322033898,5.44915254237288,7.1271186440678,2.5
"MER-C",2.54545454545455,4.95454545454545,2.59090909090909,1.40909090909091,1.27272727272727,3.36363636363636,5.27272727272727,1
"MFH",3,2,3,3,3,6,3,1
"MFIreland",1.66666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,1.33333333333333,1.33333333333333,0.333333333333333
"MGA73",2.57377049180328,3.77049180327869,2.40983606557377,1.73770491803279,2.34426229508197,3.09836065573771,3.86885245901639,1.04918032786885
"MGerety",12,26,20,14,22,14,38,11
"MHLU",0.5,0.5,0,0,0,0,0,0
"MIR17",9.75,4.25,7.5,5.5,3.25,7,13.25,6.5
"MITBeaverRocks",2,4,4,1,1,2,3,2
"MIckStephenson",11,10,8.5,6,10,16.5,26.5,8
"MJ94",2.14285714285714,2,2.28571428571429,2,1.71428571428571,2.85714285714286,3.14285714285714,0.714285714285714
"MJBurrage",3.16666666666667,2.66666666666667,2.16666666666667,1.16666666666667,1.66666666666667,2.16666666666667,4.66666666666667,1.66666666666667
"MJCdetroit",2.96551724137931,3.75862068965517,2.86206896551724,2.24137931034483,2.3448275862069,3.55172413793103,4.93103448275862,1.51724137931034
"MJK",3,6,4,3,3,1,7,3
"MJKazin",2,3,1,1,3,2,8,1
"MJN SEIFER",3,9,5,3,12,9,11,3
"MK2",5,6.5,4.5,3.5,6.5,2.5,7.5,1.5
"MKY661",3,3.5,3,1.5,3,1,3,1.5
"MKguy42192",0,0.5,1,0.5,1,1.5,1,1
"MKoltnow",8,8.33333333333333,5.33333333333333,3,10,9.33333333333333,13,2.66666666666667
"ML",2,3,1,3,2,3,3,2
"MLA",8,10,8,2,8,7,20,4
"MLauba",2.31818181818182,2.18181818181818,2,1.72727272727273,1.54545454545455,1.95454545454545,3.72727272727273,1.18181818181818
"MLilburne",2,8,7,10,6,5,10,1
"MMetro",8,11,6,5,2,9,9,3
"MMuzammils",4,8,3,3,3,7,14,6
"MNewnham",1,6,4,2,3,3,8,0
"MONGO",3.48230088495575,5.42920353982301,3.39380530973451,2.72271386430678,3.45132743362832,5.08702064896755,6.94247787610619,1.9070796460177
"MOOOOOPS",0.5,2.5,1,0,0,2.5,2,1
"MP 12",2,4,1,0,2,3,1,0
"MPD01605",1,3,1,1,1,0,1,2
"MPF",3.92307692307692,3.71794871794872,2.92307692307692,2.51282051282051,2.69230769230769,2.28205128205128,6.82051282051282,2.1025641025641
"MPJ-DK",1,2,0,1,3,2,0,0
"MPLX",3,7.5,2,3,6.5,8,10,1.5
"MPS",1,5,4,1,2,6,6,0
"MPerel",1.8,1.2,2,1.8,1,2.4,5.4,1.4
"MRSC",3.40740740740741,4.48148148148148,2.33333333333333,1.96296296296296,2.51851851851852,2.33333333333333,6.2962962962963,1.2962962962963
"MS",2.8,3.2,1.6,1.4,2.6,2.6,4.4,1.8
"MSJapan",5.4,6.25,5.2,3.4,4.45,4.8,9.05,2.55
"MSR-Liverpool",4,5,2,1,4,4,5,2
"MSTCrow",0,1,3,0,2,2,3,0
"MTC",7,8,3,2,2,3,9,1
"MTLskyline",3.92307692307692,3.76923076923077,2.38461538461538,2.53846153846154,2.15384615384615,3.76923076923077,5,1.61538461538462
"MUSIKVEREIN",1,1,0,0,2,1,2,0
"MVO Rambler",8,7,14,3,7,16,23,4
"MVOO",2,1,2,0,1,3,3,0
"MWAK",6.55405405405405,5.36486486486486,3.74324324324324,3.7027027027027,3.10810810810811,3.06756756756757,8.13513513513514,2.2972972972973
"MZMcBride",2.2824427480916,2.84732824427481,2.15267175572519,1.7175572519084,2.19847328244275,2.7175572519084,4.04580152671756,1.31297709923664
"M_Miah",3,5,2,2,2,3,6,0
"MaNeMeBasat",1,0,0,0,0,0,2,0
"Maashatra11",5,5.5,3.5,4,4.5,6,7,1.75
"Maaya",2.5,1,0,2,1,1,2,0
"Maayaa",5,15,11,7,11,18,19,0
"Mababa",12,8,6,4,2,7,19,1
"Mabdul",3.05714285714286,3.08571428571429,2.08571428571429,1.4,1.68571428571429,2.45714285714286,3.2,0.742857142857143
"Mabeenot",6.47619047619048,6.38095238095238,4.57142857142857,2.0952380952381,3.23809523809524,4.71428571428571,10.9047619047619,2.23809523809524
"Mabuska",4.17142857142857,4.82857142857143,3.54285714285714,2.51428571428571,3.51428571428571,3.02857142857143,7,2.45714285714286
"Mac Davis",2,2.83333333333333,2.16666666666667,1.83333333333333,2.33333333333333,4.16666666666667,4.83333333333333,0.5
"Mac Dreamstate",1,4,2,1,2.5,1.5,4,1
"MacGyverMagic",3.74509803921569,3.23529411764706,2.3921568627451,2.13725490196078,2.54901960784314,3.6078431372549,5.3921568627451,1.49019607843137
"MacMed",2.66666666666667,4.66666666666667,2.33333333333333,3,2.5,4.83333333333333,5.5,1
"MacRusgail",2.1551724137931,3.03448275862069,1.8448275862069,1.51724137931034,2.36206896551724,2.60344827586207,4.36206896551724,1.31034482758621
"MacStep",0,3,2,0,0,2,1,0
"MacTire02",11.75,13.25,10.5,8.25,10.5,4.75,16,4.25
"Mac_Davis",2,2.66666666666667,1,1.33333333333333,1.33333333333333,4.33333333333333,2.66666666666667,1.66666666666667
"Macarenses",5,9,4,4,8,9,17,1
"Macarism",4,5,1,2,3,3,6,0
"Macca7174",3.25,4.5,2.75,2.5,1.75,3.75,5.75,0.75
"Macdonald-ross",4.05555555555556,3.61111111111111,2.55555555555556,1.94444444444444,2.22222222222222,3.77777777777778,5.88888888888889,2.38888888888889
"Macduffman",1.5,0.5,1,2,0,1.5,3.5,2.5
"MacedonianBoy",2.33333333333333,6,3.5,2.5,2.83333333333333,4.83333333333333,4,1.83333333333333
"Machinarium",1.25,2.75,2.5,2,2,3.5,2.75,0.25
"Machine Elf 1735",4.75,3.5,4,4,3.5,4.25,9.25,0.75
"MachoCarioca",0,0,0,0,0,0,0,0
"Mack2",7.59375,7.1875,7.125,4.53125,5.625,5.875,13.65625,4.09375
"MackSalmon",1,0,1,0,1,0,3,1
"Mackan",3.9,3.6,2.4,2.3,3,5,6.8,1.3
"Mackan79",5.94117647058824,9.35294117647059,5.64705882352941,4.35294117647059,8,9,11.0588235294118,3.23529411764706
"Mackensen",4.16666666666667,5.25,3.97916666666667,2.89583333333333,4.41666666666667,6.25,7.1875,1.89583333333333
"Mackeriv",1.5,3.5,0.5,5,5,6,7,2.5
"Mackerm",2,1,1,1,0,2,3,1
"Maclean25",3.55,3.8,2.1,1.75,1.6,3.3,4.5,1.25
"Macousticboy",2,2,2,2,1,3,4,2
"Macrakis",3.88888888888889,5.11111111111111,3.77777777777778,3,3.38888888888889,3.27777777777778,7.16666666666667,2.11111111111111
"Macrhino",2,2,1,0,0,3,1,0
"Macromonkey",1.66666666666667,7,5,2,1.66666666666667,7.66666666666667,7.33333333333333,2
"Macspaunday",5.66666666666667,3,2,2.66666666666667,5.66666666666667,3.66666666666667,6,1.66666666666667
"Macutty",2,1.5,1.5,1,0,2,2.5,1
"Macwhiz",6,2,4,3,4,9,8,1
"Macy",1,0,1,2,1,2,1,1
"MadIce",0,0,0,0,0,1,1,0
"MadMax",18,15,17,4,5,10,24,2
"MadMaxDog",1.66666666666667,2.33333333333333,1.33333333333333,1.66666666666667,2,2,2,1
"MadMaxYUP",0,1,0,1,0,2,0,0
"Madagascar periwinkle",1,0,0,0,0,1,0,0
"MadameBruxelles",4,6,2,2,3,6,6,4
"Madchester",3.16666666666667,2.66666666666667,1.33333333333333,1.66666666666667,0.833333333333333,0.666666666666667,4.66666666666667,0.666666666666667
"Madcoverboy",4.56,3.6,4.04,2.04,3.16,3.92,8.92,1.88
"Madcynic",3.68421052631579,3.78947368421053,2.94736842105263,2.57894736842105,2.57894736842105,3.15789473684211,7.05263157894737,0.947368421052632
"Madd4Max",0,0,0,0,0,0,0,0
"Madden",17,8,5,7,8,8,26,2
"Madhero88",2.22727272727273,2.5,1.5,1.72727272727273,1.72727272727273,2.86363636363636,2.77272727272727,0.636363636363636
"Madirox2222",0,1,1,1,0,1,0,0
"Madison '95",2,4,0,3,4,4,4,1
"Madkayaker",1,3,0,1,4,3,1,0
"Madmagic",6,2,2,3.5,3,5.5,7.5,2.5
"Madman",13,12,15,8,13,10,19,6
"Madman2001",2.22727272727273,2.79545454545455,1.61363636363636,1.52272727272727,1.56818181818182,3.31818181818182,4.5,1.02272727272727
"Madmath789",1,5,2,2,6,6,5,1
"Madmedea",4.2,3.8,3.4,3.2,2.6,3.6,6.2,2
"Madokhn",0,1,1,0,1,1,0,0
"Madprime",7.8,5.4,2.8,2,3.6,4.8,12.8,2.8
"Madu8",0,0,0,0,0,1,0,0
"Maedin",2.85294117647059,5.02941176470588,3.29411764705882,2.23529411764706,2.91176470588235,5.29411764705882,5.79411764705882,1.17647058823529
"Mael-Num",2,2.33333333333333,1.33333333333333,1.66666666666667,3,4.66666666666667,5.66666666666667,1.66666666666667
"Maelefique",5.875,12.75,8.125,5.75,8.75,14.5,16.375,4
"Maelgwn",4,9,6,2.5,6.5,4,5.5,2.5
"Maelin",4,2,2,3,0,1,6,5
"Maelor",2.8,2.8,1.8,1.6,2.4,3.4,3.4,2.2
"Maelwys",0.5,2.5,1.5,2,2,3,2,0.5
"Maester_mensch",5.36363636363636,3.72727272727273,3,2.54545454545455,3.54545454545455,3.27272727272727,5.18181818181818,2
"Maethordaer",3,1,1,0,1,0,1,0
"Mafia Expert",3.6,5.2,3.2,1.2,2.6,5.4,6.6,0.4
"Mafmafmaf",1,2,0,1,1,4,4,1
"Magic Window",1,2,0,2,2,3,4,2
"Magicalsaumy",1,3,3,3,2,4,4,1
"Magicbullet5",3,3,1,2,3,6,4,2
"Magicpiano",4.95,5.05,3.25,2.5,3.4,3.9,7.15,1.95
"Magidin",5,6.75,5.75,3.25,3.5,4.25,9.25,2
"Magiko",2.5,5,2.5,2,2.5,8,6,3.5
